name,description,type,constellation,size,ra,dec,mag
IC 1314,,*Ass,Vulpecula,,20 17 50.00,+25 05 23.2,
IC 1315,,Other,Cygnus,,20 17 21.95,+30 41 20.7,
IC 1316,,Other,Aquila,,20 22 25.84,+06 30 06.1,
IC 1317,,Galaxy,Aquila,0.76,20 23 15.59,+00 39 53.0,13.73
IC 1318,,*,Cygnus,,20 22 13.69,+40 15 24.1,2.23
IC 1319,,Galaxy,Capricornus,0.79,20 26 01.93,-18 30 14.7,
IC 1320,,Galaxy,Delphinus,1.07,20 26 25.66,+02 54 35.0,
IC 1321,,Galaxy,Capricornus,1.10,20 28 11.05,-18 17 29.4,
IC 1322,,Galaxy,Capricornus,1.10,20 30 08.48,-15 13 40.2,
IC 1323,,**,Capricornus,,20 30 29.00,-15 10 55.0,
IC 1324,,Galaxy,Capricornus,1.25,20 32 12.31,-09 03 22.0,
IC 1325,NGC 6928,Duplicate,Delphinus,,20 32 50.22,+09 55 35.1,
IC 1327,,Galaxy,Aquila,0.93,20 35 41.27,-00 00 20.8,
IC 1328,,Galaxy,Capricornus,0.89,20 41 57.04,-19 37 59.0,
IC 1329,,Other,Delphinus,,20 43 42.11,+15 35 50.7,
IC 1330,,Galaxy,Aquarius,1.25,20 46 14.94,-14 01 23.6,
IC 1331,,Galaxy,Aquarius,1.75,20 47 48.77,-09 59 45.4,
IC 1332,,Galaxy,Aquarius,1.16,20 51 51.39,-13 42 41.5,
IC 1333,IC 1334,Galaxy,Capricornus,1.37,20 52 17.20,-16 17 08.7,
IC 1334,IC 1333,Duplicate,Capricornus,,20 52 17.20,-16 17 08.7,
IC 1335,,Galaxy,Capricornus,0.89,20 53 06.12,-16 20 07.6,
IC 1336,,Galaxy,Capricornus,0.86,20 55 04.92,-18 02 19.4,
IC 1337,,Galaxy,Capricornus,0.84,20 56 52.70,-16 35 09.0,
IC 1338,,Galaxy,Capricornus,0.76,20 56 57.84,-16 29 33.4,
IC 1339,,Galaxy,Capricornus,1.51,20 57 55.52,-17 56 34.2,
IC 1340,,Supernova Remnant,Cygnus,25.12,20 56 08.25,+31 02 52.3,
IC 1341,,Galaxy,Aquarius,0.95,21 00 16.68,-13 58 34.8,
IC 1342,,Galaxy,Aquarius,1.08,21 00 25.44,-14 29 45.1,
IC 1343,,Galaxy,Capricornus,1.02,21 01 00.66,-15 24 13.3,
IC 1344,,Galaxy,Aquarius,1.15,21 01 16.45,-13 22 49.0,
IC 1345,,Galaxy,Aquarius,0.48,21 01 22.20,-13 23 51.4,
IC 1346,,Galaxy,Aquarius,1.23,21 01 37.02,-13 57 38.5,
IC 1347,,Galaxy,Aquarius,1.42,21 01 44.39,-13 18 47.9,
IC 1348,,Galaxy,Aquarius,0.37,21 01 44.11,-13 21 28.8,
IC 1349,,Galaxy,Aquarius,0.72,21 01 50.45,-13 15 55.8,
IC 1350,IC 1354,Galaxy,Aquarius,0.91,21 01 52.29,-13 51 09.6,
IC 1351,,Galaxy,Aquarius,0.74,21 01 52.44,-13 12 06.7,
IC 1352,,Galaxy,Aquarius,0.50,21 01 54.90,-13 23 02.7,
IC 1353,,Galaxy,Aquarius,0.45,21 01 56.32,-13 16 22.2,
IC 1354,IC 1350,Duplicate,Aquarius,,21 01 52.29,-13 51 09.6,
IC 1355,,Galaxy,Aquarius,0.40,21 01 58.39,-13 10 22.8,
IC 1356,,Galaxy,Capricornus,0.82,21 02 53.00,-15 48 41.7,
IC 1357,,Galaxy,Aquarius,1.28,21 05 57.31,-10 42 58.5,
IC 1358,,Galaxy,Capricornus,0.50,21 06 29.41,-16 12 16.0,
IC 1359,,Galaxy,Delphinus,1.16,21 08 43.02,+12 29 03.4,
IC 1360,,Galaxy,Equ,0.80,21 10 50.32,+05 04 16.9,
IC 1361,,Galaxy,Equ,0.78,21 11 29.14,+05 03 15.6,
IC 1362,,Galaxy,Aquarius,0.62,21 11 52.65,+02 19 44.3,
IC 1363,,Open Cluster,Cygnus,,21 10 40.42,+46 52 12.2,
IC 1364,,Galaxy,Equ,1.07,21 13 24.68,+02 46 11.0,13.41
IC 1365,,GGroup,Equ,1.00,21 13 55.91,+02 33 55.4,
IC 1365 NED01,,Galaxy,Equ,1.66,21 13 55.92,+02 33 55.4,
IC 1365 NED02,,Galaxy,Equ,1.38,21 13 54.66,+02 33 49.7,15.81
IC 1366,,Galaxy,Aquarius,0.81,21 14 08.02,+01 46 34.0,
IC 1367,,Galaxy,Equ,0.65,21 14 09.70,+02 59 37.7,
IC 1368,,Galaxy,Aquarius,1.36,21 14 12.59,+02 10 40.8,14.30
IC 1369,,Open Cluster,Cygnus,5.10,21 12 09.04,+47 46 06.6,
IC 1370,,Galaxy,Aquarius,0.66,21 15 14.27,+02 11 31.3,
IC 1371,,Galaxy,Aquarius,1.42,21 20 15.65,-04 52 35.5,
IC 1372,,Galaxy,Aquarius,0.83,21 20 17.09,-05 36 16.5,
IC 1373,,Galaxy,Aquarius,0.89,21 20 37.25,+01 05 32.7,
IC 1374,,Galaxy,Aquarius,0.63,21 21 02.65,+01 42 46.7,
IC 1375,,Galaxy,Equ,0.58,21 20 59.79,+03 59 07.5,
IC 1376,,Other,Aquarius,,21 24 41.10,-05 44 32.8,
IC 1377,,Galaxy,Equ,0.73,21 25 26.63,+04 18 51.2,
IC 1378,,Other,Cepheus,,21 22 51.71,+55 27 51.5,
IC 1379,,Galaxy,Equ,0.59,21 26 01.26,+03 05 50.6,
IC 1380,,Galaxy,Pegasus,0.68,21 27 11.01,+02 43 03.6,
IC 1381,,Galaxy,Aquarius,0.90,21 27 33.70,-01 11 19.0,
IC 1382,NGC 7056,Duplicate,Pegasus,,21 22 07.56,+18 39 56.4,
IC 1383,,Galaxy,Aquarius,0.62,21 27 39.64,-01 06 07.8,
IC 1384,,Galaxy,Aquarius,0.77,21 27 53.07,-01 22 06.8,
IC 1385,,Galaxy,Aquarius,0.59,21 28 51.19,-01 04 12.4,18.25
IC 1386,,Galaxy,Capricornus,0.97,21 29 37.43,-21 11 44.5,13.12
IC 1387,,Galaxy,Aquarius,0.48,21 29 34.47,-01 21 03.3,
IC 1388,,Galaxy,Aquarius,0.82,21 29 52.18,-00 37 52.6,
IC 1389,,Galaxy,Capricornus,0.81,21 32 07.84,-18 01 06.1,
IC 1390,,Galaxy,Aquarius,0.65,21 32 24.78,-01 51 45.1,
IC 1391,,Galaxy,Aquarius,0.64,21 35 00.40,-00 30 41.2,
IC 1392,,Galaxy,Cygnus,1.53,21 35 32.69,+35 23 54.0,
IC 1393,,Galaxy,Capricornus,0.74,21 40 14.25,-22 24 41.0,
IC 1394,,Galaxy,Pegasus,1.23,21 40 13.03,+14 37 58.9,
IC 1395,,Galaxy,Pegasus,0.74,21 41 41.41,+04 06 16.3,
IC 1396,,Cl+N Emission Nebula,Cepheus,14.00,21 38 57.62,+57 29 20.6,
IC 1397,,Galaxy,Aquarius,0.85,21 44 02.31,-04 53 05.3,
IC 1398,,Galaxy,Pegasus,0.76,21 45 51.43,+09 28 31.2,
IC 1399,,Galaxy,Pegasus,0.68,21 46 08.91,+04 24 08.0,
IC 1400,,*Ass,Cygnus,,21 44 16.28,+52 58 01.3,
IC 1401,,Galaxy,Aquarius,1.68,21 46 59.49,+01 42 45.9,13.72
IC 1402,,*Ass,Cygnus,,21 44 58.97,+53 15 45.0,
IC 1403,,Galaxy,Aquarius,0.49,21 50 29.08,-02 42 58.2,
IC 1404,,Galaxy,Capricornus,0.97,21 50 56.38,-09 15 59.7,
IC 1405,,Galaxy,Aquarius,0.87,21 50 49.84,+02 01 14.9,
IC 1406,,Galaxy,Aquarius,0.62,21 51 04.87,+01 59 13.4,
IC 1407,,Galaxy,Pegasus,0.76,21 52 23.44,+03 25 37.8,
IC 1408,,Galaxy,Capricornus,1.00,21 53 09.02,-13 20 48.4,
IC 1409,,Galaxy,Aquarius,0.69,21 53 19.60,-07 29 59.5,
IC 1410,,Galaxy,Aquarius,0.83,21 56 02.14,-02 54 01.0,
IC 1411,,Galaxy,Aquarius,0.87,21 56 00.59,-01 31 01.4,
IC 1412,,Galaxy,Capricornus,1.27,21 58 18.46,-17 10 34.2,
IC 1413,,Galaxy,Aquarius,0.93,21 58 26.61,-03 06 08.7,
IC 1414,,Galaxy,Pegasus,0.47,21 58 18.05,+08 25 25.7,
IC 1415,,Other,Aquarius,,21 58 42.64,+01 21 01.3,
IC 1416,,Other,Aquarius,,21 58 49.48,+01 27 05.6,
IC 1417,,Galaxy,Aquarius,1.65,22 00 21.61,-13 08 50.5,14.00
IC 1418,,Galaxy,Pegasus,0.86,22 01 59.92,+04 23 03.6,
IC 1419,,Galaxy,Aquarius,0.54,22 02 58.84,-09 55 15.5,
IC 1420,,Galaxy Pair,Pegasus,1.30,22 02 31.97,+19 45 00.4,
IC 1420 NED01,,Galaxy,Pegasus,1.32,22 02 31.30,+19 45 01.3,
IC 1420 NED02,,Galaxy,Pegasus,0.86,22 02 32.28,+19 45 00.4,
IC 1421,,Galaxy,Aquarius,0.63,22 03 04.03,-09 58 41.4,
IC 1422,,Galaxy,Pegasus,0.46,22 03 00.06,+02 35 56.0,
IC 1423,,Galaxy,Pegasus,0.92,22 03 12.69,+04 17 51.3,
IC 1424,,*,Pegasus,,22 03 09.39,+11 11 49.7,
IC 1425,,Galaxy,Pegasus,0.79,22 03 24.51,+02 35 41.7,
IC 1426,,**,Aquarius,,22 03 51.28,-09 55 09.5,
IC 1427,,Galaxy,Pegasus,1.14,22 03 35.16,+15 06 24.4,
IC 1428,,Galaxy,Pegasus,0.71,22 04 27.67,+02 37 51.1,
IC 1429,,*,Pegasus,,22 07 02.45,+10 06 33.2,
IC 1430,,Galaxy,Aquarius,0.56,22 07 29.82,-13 34 52.3,
IC 1431,,Galaxy,Aquarius,0.75,22 07 39.60,-13 30 48.2,
IC 1432,,Galaxy,Pegasus,0.44,22 10 03.97,+03 41 22.5,
IC 1433,,GTrpl,Aquarius,1.00,22 12 10.20,-12 45 55.0,
IC 1433 NED01,,Galaxy,Aquarius,0.83,22 12 10.64,-12 45 56.1,
IC 1433 NED02,,Galaxy,Aquarius,0.18,22 12 09.85,-12 45 56.2,
IC 1433 NED03,,Galaxy,Aquarius,0.21,22 12 09.22,-12 45 47.3,
IC 1434,,Open Cluster,Lacerta,4.80,22 10 42.16,+52 51 00.3,
IC 1435,,Galaxy,Aquarius,1.07,22 13 26.29,-22 05 48.1,
IC 1436,,Galaxy,Aquarius,0.56,22 13 51.44,-10 11 30.4,
IC 1437,,Galaxy,Aquarius,1.08,22 15 44.99,+02 03 57.4,
IC 1438,,Galaxy,Aquarius,2.33,22 16 29.09,-21 25 50.5,
IC 1439,,Galaxy,Aquarius,1.25,22 16 40.14,-21 29 09.4,
IC 1440,,Galaxy,Aquarius,1.67,22 16 33.22,-16 00 59.2,
IC 1441,,Galaxy,Lacerta,1.07,22 15 19.14,+37 18 05.4,
IC 1442,,Open Cluster,Lacerta,4.20,22 16 01.33,+53 59 28.8,9.10
IC 1443,,Galaxy,Aquarius,1.55,22 19 03.66,-20 56 23.7,
IC 1444,,Galaxy,Pegasus,0.58,22 22 23.92,+05 08 21.0,
IC 1445,,Galaxy,Aquarius,1.41,22 25 30.33,-17 14 35.9,12.74
IC 1446,,Galaxy,Aquarius,0.78,22 29 04.70,-01 11 05.7,
IC 1447,,Galaxy,Aquarius,1.48,22 29 59.80,-05 07 11.6,
IC 1448,NGC 7308,Duplicate,Aquarius,,22 34 32.14,-12 56 01.9,
IC 1449,,Galaxy,Aquarius,0.57,22 35 07.00,-08 45 55.2,
IC 1450,,**,Pegasus,,22 37 57.93,+34 32 07.8,
IC 1451,,Galaxy,Aquarius,0.91,22 46 07.46,-10 22 09.9,
IC 1452,NGC 7374B,Duplicate,Pegasus,,22 45 59.19,+10 52 03.0,
IC 1453,,Galaxy,Aquarius,0.84,22 46 54.23,-13 26 58.6,
IC 1454,,Planetary Nebula,Cepheus,0.47,22 42 25.01,+80 26 32.0,14.00
IC 1455,,Galaxy,Pisces,1.00,22 53 46.06,+01 22 19.1,
IC 1456,,Galaxy,Aquarius,0.95,22 55 18.19,-12 43 55.2,
IC 1457,,Other,Aquarius,,22 55 23.76,-05 33 45.9,
IC 1458,NGC 7441,Duplicate,Aquarius,,22 56 41.38,-07 22 44.6,
IC 1459,IC 5265,Galaxy,Grus,4.61,22 57 10.61,-36 27 44.0,10.54
IC 1460,,Galaxy,Pisces,0.61,22 57 04.08,+04 40 37.3,14.30
IC 1461,,Galaxy,Pegasus,0.60,22 58 34.30,+15 10 22.0,
IC 1462,,*,Pegasus,,22 58 37.15,+08 26 28.7,
IC 1463,,**,Aquarius,,22 59 20.93,-10 31 51.1,
IC 1464,,Galaxy Pair,Aquarius,1.20,23 03 11.60,-08 59 27.0,
IC 1464A,,Galaxy,Aquarius,0.26,23 03 12.08,-08 59 34.7,
IC 1464B,,Galaxy,Aquarius,0.68,23 03 11.04,-08 59 21.0,15.50
IC 1465,,Other,Pegasus,,23 02 53.20,+16 34 56.9,
IC 1466,,Galaxy,Pisces,0.60,23 03 39.05,-02 46 31.6,
IC 1467,,Galaxy,Pisces,0.79,23 04 49.71,-03 13 47.8,
IC 1468,,Galaxy,Pisces,1.06,23 05 07.57,-03 12 16.2,
IC 1469,,Galaxy,Aquarius,0.45,23 06 28.67,-13 32 11.7,
IC 1470,,HII Emission Nebula,Cepheus,1.80,23 05 10.21,+60 14 38.7,
IC 1471,,Galaxy,Aquarius,1.07,23 08 44.85,-12 38 22.0,
IC 1472,,Galaxy,Pegasus,1.01,23 09 06.68,+17 15 32.9,
IC 1473,,Galaxy,Pegasus,1.74,23 11 05.41,+29 38 36.4,
IC 1474,,Galaxy,Pisces,1.04,23 12 51.27,+05 48 22.9,13.94
IC 1475,,Other,Sculptor,,23 14 02.22,-28 25 20.8,
IC 1476,,Galaxy,Pegasus,0.91,23 14 16.35,+30 33 05.3,
IC 1477,NGC 7596,Duplicate,Aquarius,,23 17 12.00,-06 54 43.2,
IC 1478,NGC 7594,Duplicate,Pegasus,,23 18 13.92,+10 17 53.9,
IC 1479,,Galaxy,Aquarius,1.16,23 18 46.41,-10 23 57.3,
IC 1480,NGC 7607,Duplicate,Pegasus,,23 18 59.24,+11 20 30.2,
IC 1481,,Galaxy,Pisces,0.73,23 19 25.12,+05 54 22.2,14.40
IC 1482,,Galaxy,Pisces,0.81,23 20 49.52,+01 44 20.5,
IC 1483,NGC 7638,Duplicate,Pegasus,,23 22 33.12,+11 19 43.7,
IC 1484,,Galaxy,Pegasus,0.62,23 22 39.94,+11 23 04.1,
IC 1485,NGC 7639,Duplicate,Pegasus,,23 22 48.23,+11 22 22.3,
IC 1486,NGC 7648,Duplicate,Pegasus,,23 23 54.02,+09 40 02.9,
IC 1487,NGC 7649,Duplicate,Pegasus,,23 24 20.09,+14 38 49.7,
IC 1488,,Galaxy,Pegasus,1.08,23 25 38.55,+15 21 15.9,
IC 1489,,Galaxy,Aquarius,0.54,23 26 32.13,-12 30 59.4,
IC 1490,IC 1524,Galaxy,Pisces,1.45,23 59 10.72,-04 07 37.2,14.50
IC 1491,,Galaxy,Aquarius,0.77,23 29 24.69,-16 18 59.8,
IC 1492,,Galaxy,Pisces,1.47,23 30 36.10,-03 02 23.7,
IC 1493,,Galaxy,Pegasus,0.52,23 30 27.51,+14 27 31.9,
IC 1494,,Galaxy,Aquarius,0.73,23 30 46.14,-12 43 28.3,
IC 1495,IC 5327,Galaxy,Aquarius,1.33,23 30 47.74,-13 29 07.6,13.00
IC 1496,,Galaxy,Pisces,1.65,23 30 53.51,-02 56 03.5,
IC 1497,,Other,Pegasus,,23 28 50.09,+11 59 13.2,
IC 1498,,Galaxy,Aquarius,2.24,23 31 53.65,-05 00 25.1,
IC 1499,,**,Aquarius,,23 31 57.03,-13 26 22.9,
IC 1500,,Galaxy,Pisces,0.47,23 33 09.36,+04 33 09.1,
IC 1501,,Galaxy,Pisces,1.48,23 34 40.06,-03 09 10.2,
IC 1502,,Galaxy,Cepheus,1.01,23 36 20.52,+75 38 53.3,
IC 1503,,Galaxy,Pisces,0.90,23 38 27.11,+04 48 05.1,
IC 1504,,Galaxy,Pisces,1.64,23 41 19.49,+04 01 02.9,
IC 1505,,Galaxy,Aquarius,0.60,23 41 37.11,-03 33 54.3,
IC 1506,,Galaxy,Pisces,0.91,23 44 48.41,+04 44 08.4,
IC 1507,,Galaxy,Pisces,1.29,23 45 33.17,+01 41 19.5,
IC 1508,,Galaxy,Pegasus,0.76,23 45 55.07,+12 03 42.3,13.40
IC 1509,,Galaxy,Aquarius,1.29,23 47 16.68,-15 18 23.1,
IC 1510,,GGroup,Pisces,1.00,23 50 32.80,+02 04 24.0,
IC 1510 NED01,,Galaxy,Pisces,0.51,23 50 32.50,+02 04 29.0,
IC 1510 NED02,,Galaxy,Pisces,0.68,23 50 33.04,+02 04 20.5,
IC 1511,,*,Pegasus,,23 51 00.45,+27 03 39.1,
IC 1512,,*,Pegasus,,23 51 01.43,+27 01 37.7,
IC 1513,,Galaxy,Pegasus,1.10,23 53 29.38,+11 19 03.4,
IC 1514,NGC 7776,Duplicate,Aquarius,,23 54 16.56,-13 35 11.2,
IC 1515,,Galaxy,Pisces,1.31,23 56 03.91,-00 59 18.7,14.40
IC 1516,,Galaxy,Pisces,1.19,23 56 07.09,-00 54 59.5,
IC 1517,,Galaxy,Pisces,1.01,23 56 18.81,-00 18 20.2,
IC 1518,,Galaxy,Pegasus,0.50,23 57 06.12,+12 27 53.9,
IC 1519,,Galaxy,Pegasus,0.63,23 57 08.37,+12 27 27.2,
IC 1520,,Galaxy,Cetus,0.55,23 57 54.46,-14 02 21.6,
IC 1521,,Galaxy,Cetus,0.92,23 58 59.66,-07 08 48.4,
IC 1522,,Galaxy,Pisces,0.76,23 59 03.45,+01 43 11.6,
IC 1523,IC 5368,Galaxy,Pisces,0.36,23 59 06.60,+06 52 23.0,
IC 1524,IC 1490,Duplicate,Pisces,,23 59 10.72,-04 07 37.2,
IC 1525,,Galaxy,Andromeda,1.79,23 59 15.75,+46 53 22.8,
IC 1526,,Galaxy,Pegasus,0.74,00 01 31.52,+11 20 45.2,
IC 1527,,Galaxy,Pisces,0.91,00 02 21.60,+04 05 23.1,
IC 1528,,Galaxy,Cetus,2.15,00 05 05.37,-07 05 36.3,
IC 1529,,Galaxy,Cetus,1.15,00 05 13.17,-11 30 10.1,
IC 1530,NGC 7831,Duplicate,Andromeda,,00 07 19.53,+32 36 33.3,
IC 1531,,Galaxy,Sculptor,1.89,00 09 35.58,-32 16 37.2,
IC 1532,,Galaxy,Tucana,1.83,00 09 52.80,-64 22 19.5,
IC 1533,,Other,Cetus,,00 10 36.41,-07 24 54.5,
IC 1534,,Galaxy,Andromeda,1.02,00 13 45.44,+48 09 04.9,
IC 1535,,Galaxy,Andromeda,0.99,00 13 57.34,+48 09 28.7,
IC 1536,,Galaxy,Andromeda,0.81,00 14 19.01,+48 08 35.8,
IC 1537,,Other,Sculptor,1.32,00 15 51.27,-39 15 43.5,
IC 1538,,Other,Andromeda,,00 18 01.56,+30 01 45.4,
IC 1539,NGC 70,Duplicate,Andromeda,,00 18 22.54,+30 04 46.5,
IC 1540,,Galaxy,Andromeda,0.97,00 19 48.75,+23 46 21.4,
IC 1541,,Galaxy,Andromeda,0.72,00 20 01.96,+21 59 59.1,
IC 1542,,Galaxy,Andromeda,0.53,00 20 41.19,+22 35 32.8,
IC 1543,,Galaxy,Andromeda,0.80,00 20 55.45,+21 51 57.7,
IC 1544,,Galaxy,Andromeda,1.10,00 21 17.50,+23 05 27.1,14.05
IC 1545,,Galaxy,Andromeda,0.45,00 21 20.91,+21 59 00.4,
IC 1546,NGC 85B,Duplicate,Andromeda,,00 21 29.03,+22 30 21.1,
IC 1547,,Other,Andromeda,,00 21 35.69,+22 30 23.2,
IC 1548,,Galaxy,Andromeda,0.68,00 21 55.16,+22 00 22.7,
IC 1549,,Galaxy,Pisces,1.45,00 22 49.83,+06 57 51.4,
IC 1550,,Galaxy,Andromeda,0.91,00 24 27.65,+38 11 08.3,
IC 1551,,Galaxy,Pisces,2.42,00 27 35.49,+08 52 39.0,
IC 1552,,Galaxy,Pisces,0.94,00 29 43.71,+21 28 36.6,
IC 1553,,Galaxy,Sculptor,1.36,00 32 40.12,-25 36 27.1,
IC 1554,,Galaxy,Sculptor,1.38,00 33 07.35,-32 15 30.1,
IC 1555,,Galaxy,Sculptor,1.31,00 34 32.64,-30 01 04.3,
IC 1556,,Galaxy,Cetus,0.84,00 35 02.91,-09 22 06.3,
IC 1557,,Galaxy,Cetus,0.69,00 35 34.52,-02 52 35.1,
IC 1558,,Galaxy,Sculptor,2.80,00 35 47.07,-25 22 27.9,12.46
IC 1559,NGC 169A,Duplicate,Andromeda,,00 36 52.33,+23 59 05.9,
IC 1560,,Other,Cetus,,00 37 39.23,+02 40 17.6,
IC 1561,,Galaxy,Cetus,1.41,00 38 32.49,-24 20 23.8,
IC 1562,,Galaxy,Cetus,1.50,00 38 33.96,-24 16 26.6,
IC 1563,NGC 191A,Duplicate,Cetus,,00 39 00.24,-09 00 52.5,
IC 1564,,Galaxy,Pisces,1.01,00 39 05.13,+06 01 15.8,
IC 1565,IC 1567,Galaxy,Pisces,1.80,00 39 26.27,+06 44 03.3,
IC 1566,,Galaxy,Pisces,0.91,00 39 33.36,+06 48 54.5,
IC 1567,IC 1565,Duplicate,Pisces,,00 39 26.27,+06 44 03.3,
IC 1568,,Galaxy,Pisces,1.15,00 39 55.96,+06 50 54.9,
IC 1569,,Galaxy,Pisces,0.72,00 40 28.02,+06 43 10.9,
IC 1570,,Galaxy,Pisces,0.58,00 40 34.10,+06 45 09.6,
IC 1571,,Galaxy,Cetus,1.05,00 40 37.85,-00 19 50.4,
IC 1572,,Other,Pisces,,00 41 12.10,+16 14 15.0,
IC 1573,,Galaxy,Cetus,1.29,00 42 10.46,-23 35 29.7,
IC 1574,,Galaxy,Cetus,1.83,00 43 03.82,-22 14 48.8,13.86
IC 1575,,Galaxy,Cetus,0.87,00 43 33.36,-04 07 04.2,14.85
IC 1576,,Galaxy,Sculptor,0.76,00 44 14.15,-25 06 33.4,
IC 1577,IC 48,Duplicate,Cetus,,00 43 34.47,-08 11 11.4,
IC 1578,,Galaxy,Sculptor,0.84,00 44 25.93,-25 04 36.6,
IC 1579,,Galaxy,Sculptor,1.02,00 45 32.45,-26 33 55.6,
IC 1580,,Other,Andromeda,,00 46 21.33,+29 56 11.8,
IC 1581,,Galaxy,Sculptor,1.00,00 45 46.32,-25 55 12.6,
IC 1582,,Galaxy,Cetus,1.21,00 46 16.82,-24 16 45.6,
IC 1583,,Galaxy,Andromeda,0.60,00 47 10.30,+23 04 25.8,
IC 1584,,Galaxy,Andromeda,1.38,00 47 18.58,+27 49 39.6,
IC 1585,,Galaxy,Andromeda,0.75,00 47 14.30,+23 03 12.8,
IC 1586,,Galaxy,Andromeda,0.28,00 47 56.32,+22 22 22.4,
IC 1587,,Galaxy,Cetus,1.16,00 48 43.30,-23 33 42.0,
IC 1588,,Galaxy,Cetus,0.69,00 50 57.71,-23 33 28.6,
IC 1589,,**,Sculptor,,00 51 59.36,-34 25 19.4,
IC 1590,,Cl+N Emission Nebula,Cassiopeia,6.30,00 52 50.20,+56 38 34.9,
IC 1591,NGC 276,Duplicate,Cetus,,00 52 06.57,-22 40 48.5,
IC 1592,,Galaxy,Pisces,0.86,00 53 27.04,+05 46 13.4,
IC 1593,,**,Pisces,,00 54 39.63,+32 31 10.1,
IC 1594,,Galaxy,Phoenix,1.25,00 53 45.33,-47 38 50.9,
IC 1595,,Galaxy,Phoenix,1.45,00 53 47.05,-45 11 11.9,
IC 1596,,Galaxy,Pisces,1.88,00 54 42.83,+21 31 21.5,
IC 1597,,Galaxy,Tucana,1.61,00 53 32.09,-58 06 25.7,
IC 1598,,Galaxy,Pisces,1.01,00 54 41.77,+05 46 25.7,
IC 1599,,Galaxy,Cetus,1.19,00 54 32.81,-23 29 41.7,
IC 1600,,Galaxy,Cetus,0.80,00 55 04.24,-23 31 29.6,
IC 1601,,Galaxy,Cetus,0.92,00 55 34.84,-24 09 12.2,
IC 1602,,Galaxy,Cetus,1.08,00 55 51.89,-09 59 08.4,
IC 1603,,Galaxy,Phoenix,1.41,00 56 59.68,-45 24 46.6,
IC 1604,,Other,Cetus,,00 57 58.95,-16 13 48.2,
IC 1605,,Galaxy,Phoenix,1.68,00 57 37.64,-48 54 09.6,12.94
IC 1606,,Other,Cetus,,00 58 22.17,-12 10 42.6,
IC 1607,,Galaxy,Cetus,0.94,00 58 48.86,+00 35 14.1,
IC 1608,,Galaxy,Sculptor,2.05,00 59 24.37,-34 19 44.2,
IC 1609,,Galaxy,Phoenix,1.13,00 59 46.62,-40 20 00.8,
IC 1610,,Galaxy,Cetus,1.59,01 01 42.58,-15 34 04.0,
IC 1611,,Open Cluster,Tucana,1.50,00 59 47.90,-72 19 56.4,11.96
IC 1612,,Open Cluster,Tucana,1.20,00 59 58.61,-72 22 14.6,12.31
IC 1613,,Galaxy,Cetus,18.32,01 04 47.79,+02 07 04.0,9.54
IC 1614,,Galaxy,Pisces,0.62,01 05 06.96,+33 11 23.3,
IC 1615,,Galaxy,Phoenix,1.33,01 04 07.04,-51 07 59.0,
IC 1616,,Galaxy,Sculptor,1.63,01 04 56.18,-27 25 45.7,12.89
IC 1617,,Galaxy,Phoenix,1.35,01 04 16.80,-51 01 58.1,
IC 1618,,Galaxy,Pisces,0.86,01 05 55.98,+32 24 43.8,
IC 1619,,Galaxy,Pisces,0.75,01 07 22.44,+33 04 02.2,
IC 1620,,Galaxy,Pisces,0.96,01 07 14.25,+13 57 18.4,
IC 1621,,Galaxy,Phoenix,1.38,01 06 22.63,-46 43 31.8,
IC 1622,,Galaxy,Cetus,0.70,01 07 36.67,-17 32 19.1,
IC 1623,,Galaxy Pair,Cetus,1.20,01 07 47.18,-17 30 25.3,
IC 1623A,,Galaxy,Cetus,1.05,01 07 46.70,-17 30 26.0,
IC 1623B,,Galaxy,Cetus,0.80,01 07 47.56,-17 30 25.1,
IC 1624,,Open Cluster,Tucana,0.90,01 05 21.84,-72 02 33.1,12.42
IC 1625,,Galaxy,Phoenix,1.80,01 07 42.61,-46 54 27.3,12.08
IC 1626,,Open Cluster,Tucana,1.00,01 06 13.43,-73 17 46.0,13.82
IC 1627,,Galaxy,Phoenix,1.62,01 08 10.84,-46 05 38.6,
IC 1628,,Galaxy,Sculptor,1.65,01 08 47.53,-28 34 56.4,12.52
IC 1629,,Galaxy,Cetus,0.78,01 09 18.20,+02 34 02.9,
IC 1630,,Galaxy,Phoenix,1.65,01 08 16.77,-46 45 14.5,
IC 1631,,Galaxy,Phoenix,0.81,01 08 44.87,-46 28 32.9,
IC 1632,,Galaxy,Pisces,0.23,01 10 43.38,+17 40 59.7,
IC 1633,,Galaxy,Phoenix,2.90,01 09 55.58,-45 55 52.3,11.39
IC 1634,,Galaxy,Pisces,0.83,01 11 03.79,+17 39 47.0,
IC 1635,,Galaxy,Pisces,1.15,01 11 03.53,+17 39 07.3,
IC 1636,,Galaxy,Pisces,0.55,01 11 34.96,+33 21 55.4,
IC 1637,,Galaxy,Sculptor,1.69,01 11 01.14,-30 26 18.7,12.88
IC 1638,,Galaxy,Pisces,0.75,01 12 21.81,+33 21 52.3,
IC 1639,,Galaxy,Cetus,0.76,01 11 46.55,-00 39 51.7,
IC 1640,,Galaxy,Cetus,0.18,01 11 51.30,-00 37 49.3,
IC 1641,,Open Cluster,Tucana,0.75,01 09 39.19,-71 46 08.3,14.99
IC 1643,,Galaxy,Cetus,0.90,01 12 08.63,-00 24 36.7,
IC 1644,,HII Emission Nebula,Tucana,0.80,01 09 13.01,-73 11 38.8,11.70
